Designator,Mid X,Mid Y,Rotation,Layer
C1,103.100012,-104.7,0.0,top
C2,130.4,-87.4,0.0,top
C3,127.8,-94.9,0.0,top
C4,110.6,-86.8,180.0,top
EDG1,137.51,-87.37,0.0,top
J1,180.5,-72.8,0.0,top
J2,150.195,-105.975,90.0,top
R1,106.4,-66.8,0.0,top
SW1,96.95,-65.2,180.0,top
U2,140.6866,-92.9876,0.0,bottom
U3,108.36,-84.875,270.0,bottom
